district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
48001,Banff--Airdrie,59,Airdrie,Richards,Blake,Conservative,185
48001,Banff--Airdrie,60,Airdrie,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,60,Airdrie,MacDonald,Mike,Green Party,2
48001,Banff--Airdrie,60,Airdrie,Raynolds,Marlo,Liberal,53
48001,Banff--Airdrie,60,Airdrie,Richards,Blake,Conservative,187
48001,Banff--Airdrie,61,Airdrie,Boissonneault,Joanne,NDP,0
48001,Banff--Airdrie,61,Airdrie,MacDonald,Mike,Green Party,0
48001,Banff--Airdrie,61,Airdrie,Raynolds,Marlo,Liberal,0
48001,Banff--Airdrie,61,Airdrie,Richards,Blake,Conservative,0
48001,Banff--Airdrie,62,Airdrie,Boissonneault,Joanne,NDP,24
48001,Banff--Airdrie,62,Airdrie,MacDonald,Mike,Green Party,11
48001,Banff--Airdrie,62,Airdrie,Raynolds,Marlo,Liberal,47
48001,Banff--Airdrie,62,Airdrie,Richards,Blake,Conservative,223
48001,Banff--Airdrie,63,Airdrie,Boissonneault,Joanne,NDP,0
48001,Banff--Airdrie,63,Airdrie,MacDonald,Mike,Green Party,0
48001,Banff--Airdrie,63,Airdrie,Raynolds,Marlo,Liberal,0
48001,Banff--Airdrie,63,Airdrie,Richards,Blake,Conservative,0
48001,Banff--Airdrie,64,Airdrie,Boissonneault,Joanne,NDP,19
48001,Banff--Airdrie,64,Airdrie,MacDonald,Mike,Green Party,12
48001,Banff--Airdrie,64,Airdrie,Raynolds,Marlo,Liberal,51
48001,Banff--Airdrie,64,Airdrie,Richards,Blake,Conservative,198
48001,Banff--Airdrie,65,Airdrie,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie,65,Airdrie,MacDonald,Mike,Green Party,17
48001,Banff--Airdrie,65,Airdrie,Raynolds,Marlo,Liberal,26
48001,Banff--Airdrie,65,Airdrie,Richards,Blake,Conservative,125
48001,Banff--Airdrie,66,Airdrie,Boissonneault,Joanne,NDP,7
48001,Banff--Airdrie,66,Airdrie,MacDonald,Mike,Green Party,7
48001,Banff--Airdrie,66,Airdrie,Raynolds,Marlo,Liberal,20
48001,Banff--Airdrie,66,Airdrie,Richards,Blake,Conservative,95
48001,Banff--Airdrie,67,Airdrie,Boissonneault,Joanne,NDP,0
48001,Banff--Airdrie,67,Airdrie,MacDonald,Mike,Green Party,0
48001,Banff--Airdrie,67,Airdrie,Raynolds,Marlo,Liberal,0
48001,Banff--Airdrie,67,Airdrie,Richards,Blake,Conservative,0
48001,Banff--Airdrie,68,Airdrie,Boissonneault,Joanne,NDP,13
48001,Banff--Airdrie,68,Airdrie,MacDonald,Mike,Green Party,3
48001,Banff--Airdrie,68,Airdrie,Raynolds,Marlo,Liberal,59
48001,Banff--Airdrie,68,Airdrie,Richards,Blake,Conservative,121
48001,Banff--Airdrie,69,Airdrie,Boissonneault,Joanne,NDP,14
48001,Banff--Airdrie,69,Airdrie,MacDonald,Mike,Green Party,4
48001,Banff--Airdrie,69,Airdrie,Raynolds,Marlo,Liberal,64
48001,Banff--Airdrie,69,Airdrie,Richards,Blake,Conservative,142
48001,Banff--Airdrie, 70A,Airdrie,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie, 70A,Airdrie,MacDonald,Mike,Green Party,7
