district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
13001,Acadie--Bathurst, 61B,Mobile poll/Bureau itinérant,Godin,Jason,NDP-New Democratic Party,0
13001,Acadie--Bathurst,62,Evangeline,Breau,Dominique,Green Party,4
13001,Acadie--Bathurst,62,Evangeline,Cormier,Serge,Liberal,117
13001,Acadie--Bathurst,62,Evangeline,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst,62,Evangeline,Godin,Jason,NDP-New Democratic Party,117
13001,Acadie--Bathurst,63,Inkerman,Breau,Dominique,Green Party,4
13001,Acadie--Bathurst,63,Inkerman,Cormier,Serge,Liberal,118
13001,Acadie--Bathurst,63,Inkerman,Girouard-Riordon,Riba,Conservative,25
13001,Acadie--Bathurst,63,Inkerman,Godin,Jason,NDP-New Democratic Party,85
13001,Acadie--Bathurst,64,Four Roads,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,64,Four Roads,Cormier,Serge,Liberal,95
13001,Acadie--Bathurst,64,Four Roads,Girouard-Riordon,Riba,Conservative,8
13001,Acadie--Bathurst,64,Four Roads,Godin,Jason,NDP-New Democratic Party,134
13001,Acadie--Bathurst,65,Six Roads,Breau,Dominique,Green Party,7
13001,Acadie--Bathurst,65,Six Roads,Cormier,Serge,Liberal,111
13001,Acadie--Bathurst,65,Six Roads,Girouard-Riordon,Riba,Conservative,12
13001,Acadie--Bathurst,65,Six Roads,Godin,Jason,NDP-New Democratic Party,104
13001,Acadie--Bathurst,66,Landry,Breau,Dominique,Green Party,3
13001,Acadie--Bathurst,66,Landry,Cormier,Serge,Liberal,118
13001,Acadie--Bathurst,66,Landry,Girouard-Riordon,Riba,Conservative,10
13001,Acadie--Bathurst,66,Landry,Godin,Jason,NDP-New Democratic Party,82
13001,Acadie--Bathurst,67,Sainte-Rose,Breau,Dominique,Green Party,6
13001,Acadie--Bathurst,67,Sainte-Rose,Cormier,Serge,Liberal,90
13001,Acadie--Bathurst,67,Sainte-Rose,Girouard-Riordon,Riba,Conservative,9
13001,Acadie--Bathurst,67,Sainte-Rose,Godin,Jason,NDP-New Democratic Party,84
13001,Acadie--Bathurst,68,Sainte-Rose,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,68,Sainte-Rose,Cormier,Serge,Liberal,81
13001,Acadie--Bathurst,68,Sainte-Rose,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst,68,Sainte-Rose,Godin,Jason,NDP-New Democratic Party,85
13001,Acadie--Bathurst,69,Gaspereau,Breau,Dominique,Green Party,10
13001,Acadie--Bathurst,69,Gaspereau,Cormier,Serge,Liberal,107
13001,Acadie--Bathurst,69,Gaspereau,Girouard-Riordon,Riba,Conservative,6
13001,Acadie--Bathurst,69,Gaspereau,Godin,Jason,NDP-New Democratic Party,141
13001,Acadie--Bathurst, 70A,Saumarez,Breau,Dominique,Green Party,5
13001,Acadie--Bathurst, 70A,Saumarez,Cormier,Serge,Liberal,65
13001,Acadie--Bathurst, 70A,Saumarez,Girouard-Riordon,Riba,Conservative,10
13001,Acadie--Bathurst, 70A,Saumarez,Godin,Jason,NDP-New Democratic Party,76
13001,Acadie--Bathurst, 70B,Saumarez,Breau,Dominique,Green Party,7
13001,Acadie--Bathurst, 70B,Saumarez,Cormier,Serge,Liberal,52
13001,Acadie--Bathurst, 70B,Saumarez,Girouard-Riordon,Riba,Conservative,6
